Post_ID,Post_Date,Day,Hour,Platform,Content_Type,Content_Category,Followers,Reach,Impressions,Likes,Comments,Shares,Saves,Video_Views,Engagement_Rate,Month,Month_Number,Time_Slot
POST-0422,04-05-2025,Sunday,15,Instagram,Image,Behind the Scenes,16497,7009,8966,743,124,37,84,0,14.1,May,5,Afternoon
POST-0423,04-11-2025,Tuesday,13,Instagram,Video,Product,16517,7002,9036,156,15,15,13,2646,2.84,November,11,Afternoon
POST-0424,27-04-2025,Sunday,9,YouTube,Text,Product,16545,4149,6682,330,20,17,15,0,9.21,April,4,Morning
POST-0425,25-02-2025,Tuesday,15,LinkedIn,Text,Entertainment,16577,7419,11577,432,30,41,63,0,7.63,February,2,Afternoon
POST-0426,11-02-2025,Tuesday,21,Instagram,Image,Behind the Scenes,16616,4309,6939,420,23,25,35,0,11.67,February,2,Night
POST-0427,20-04-2025,Sunday,14,Facebook,Video,Education,16645,1661,2233,31,1,1,3,668,2.17,April,4,Afternoon
POST-0428,17-08-2025,Sunday,16,Instagram,Carousel,Education,16693,5042,6914,230,8,8,14,0,5.16,August,8,Evening
POST-0429,16-02-2025,Sunday,18,LinkedIn,Carousel,Education,16717,3227,5667,179,24,8,25,0,7.31,February,2,Evening
POST-0430,19-10-2025,Sunday,9,Instagram,Image,Tutorial,16737,3386,3678,76,3,2,6,0,2.57,October,10,Morning
POST-0431,21-04-2025,Monday,16,YouTube,Image,Product,16759,2936,3129,229,35,23,22,0,10.52,April,4,Evening
POST-0432,25-04-2025,Friday,12,LinkedIn,Video,Education,16756,5697,6053,584,101,64,14,4088,13.39,April,4,Afternoon
POST-0433,30-08-2025,Saturday,14,Facebook,Image,Product,16773,3654,6075,336,56,33,22,0,12.23,August,8,Afternoon
POST-0434,11-11-2025,Tuesday,11,Instagram,Video,Announcement,16813,1839,2645,63,2,1,1,1156,3.64,November,11,Morning
POST-0435,08-06-2025,Sunday,9,Instagram,Video,Product,16843,3523,5535,257,37,27,12,2853,9.45,June,6,Morning
POST-0436,18-10-2025,Saturday,10,LinkedIn,Text,Announcement,16861,4028,6203,397,47,39,35,0,12.86,October,10,Morning
POST-0437,22-04-2025,Tuesday,17,Instagram,Video,Product,16892,1809,3002,47,7,3,1,1234,3.21,April,4,Evening
POST-0438,17-02-2025,Monday,15,Instagram,Short,Education,16895,2124,3074,200,13,16,1,905,10.83,February,2,Afternoon
POST-0439,30-10-2025,Thursday,9,LinkedIn,Short,Education,16919,2184,2831,100,11,3,5,1051,5.45,October,10,Morning
POST-0440,07-10-2025,Tuesday,10,Instagram,Image,Behind the Scenes,16953,1931,2189,192,22,8,20,0,12.53,October,10,Morning
POST-0441,02-10-2025,Thursday,18,Instagram,Carousel,Product,16989,3267,4437,234,12,12,13,0,8.3,October,10,Evening
POST-0442,19-11-2025,Wednesday,10,Instagram,Video,Behind the Scenes,17007,4720,5646,541,64,20,51,2082,14.32,November,11,Morning
POST-0443,01-07-2025,Tuesday,20,Instagram,Carousel,Behind the Scenes,17045,7637,13324,158,21,3,9,0,2.5,July,7,Night
POST-0444,14-03-2025,Friday,18,YouTube,Carousel,Education,17095,5203,8441,386,58,43,29,0,9.92,March,3,Evening
POST-0445,02-08-2025,Saturday,17,YouTube,Short,Tutorial,17117,4732,5978,310,48,18,12,2702,8.2,August,8,Evening
POST-0446,29-07-2025,Tuesday,14,Instagram,Image,Tutorial,17153,5058,7250,131,4,9,2,0,2.89,July,7,Afternoon
POST-0447,21-05-2025,Wednesday,10,Instagram,Text,Education,17162,5621,7881,301,43,8,33,0,6.85,May,5,Morning
POST-0448,22-08-2025,Friday,18,Facebook,Short,Product,17166,2192,3295,201,15,21,13,1546,11.41,August,8,Evening
POST-0449,07-04-2025,Monday,14,Facebook,Carousel,Product,17200,3950,6952,254,36,24,30,0,8.71,April,4,Afternoon
POST-0450,11-08-2025,Monday,15,YouTube,Carousel,Tutorial,17228,3220,4046,235,12,5,25,0,8.6,August,8,Afternoon
POST-0451,17-10-2025,Friday,18,Instagram,Video,Tutorial,17258,2512,3794,122,10,3,11,1108,5.81,October,10,Evening
POST-0452,05-02-2025,Wednesday,15,YouTube,Text,Announcement,17278,2100,2999,136,12,12,7,0,7.95,February,2,Afternoon
POST-0453,15-06-2025,Sunday,8,YouTube,Carousel,Education,17302,2042,3605,120,15,2,5,0,6.95,June,6,Morning
POST-0454,30-08-2025,Saturday,12,YouTube,Text,Behind the Scenes,17339,2327,2824,239,29,4,8,0,12.03,August,8,Afternoon
POST-0455,19-01-2025,Sunday,17,LinkedIn,Image,Entertainment,17387,1367,2099,122,18,3,9,0,11.12,January,1,Evening
POST-0456,19-08-2025,Tuesday,14,Instagram,Text,Entertainment,17412,3593,4017,201,5,6,17,0,6.37,August,8,Afternoon
POST-0457,30-11-2025,Sunday,10,YouTube,Video,Product,17420,2665,3884,198,14,18,19,1052,9.34,November,11,Morning
POST-0458,28-10-2025,Tuesday,15,Instagram,Carousel,Tutorial,17462,2859,5059,123,17,11,17,0,5.88,October,10,Afternoon
POST-0459,08-09-2025,Monday,13,YouTube,Video,Education,17497,3249,5164,266,16,19,22,2098,9.94,September,9,Afternoon
POST-0460,21-10-2025,Tuesday,13,Facebook,Video,Tutorial,17533,4018,4313,122,18,5,9,3548,3.83,October,10,Afternoon
POST-0461,13-05-2025,Tuesday,11,Facebook,Short,Behind the Scenes,17562,1947,3481,223,16,21,9,623,13.82,May,5,Morning
POST-0462,30-04-2025,Wednesday,20,Instagram,Video,Education,17617,2544,3701,160,20,12,11,1642,7.98,April,4,Night
POST-0463,31-01-2025,Friday,16,LinkedIn,Image,Announcement,17646,1113,1652,17,1,1,0,0,1.71,January,1,Evening
POST-0464,21-09-2025,Sunday,11,Facebook,Video,Education,17679,795,1398,36,5,1,4,751,5.79,September,9,Morning
POST-0465,25-04-2025,Friday,19,YouTube,Short,Behind the Scenes,17684,927,1379,114,5,9,3,553,14.13,April,4,Evening
POST-0466,13-11-2025,Thursday,11,YouTube,Video,Product,17705,6280,7633,336,29,24,17,4644,6.46,November,11,Morning
POST-0467,20-06-2025,Friday,11,Facebook,Image,Product,17724,987,1354,47,4,2,1,0,5.47,June,6,Morning
POST-0468,22-11-2025,Saturday,13,Instagram,Short,Entertainment,17751,3497,5636,430,31,30,13,2126,14.41,November,11,Afternoon
POST-0469,20-02-2025,Thursday,22,YouTube,Carousel,Tutorial,17782,6078,8189,555,60,23,58,0,11.45,February,2,Night
POST-0470,28-02-2025,Friday,19,Facebook,Carousel,Entertainment,17801,2096,2465,95,10,7,3,0,5.49,February,2,Evening
POST-0471,07-05-2025,Wednesday,17,YouTube,Text,Entertainment,17849,6610,8869,213,31,6,10,0,3.93,May,5,Evening
POST-0472,10-01-2025,Friday,20,LinkedIn,Video,Behind the Scenes,17864,7450,8398,423,74,49,5,3704,7.4,January,1,Night
POST-0473,29-06-2025,Sunday,20,YouTube,Carousel,Behind the Scenes,17886,4536,5102,236,34,23,29,0,7.1,June,6,Night
POST-0474,26-08-2025,Tuesday,16,YouTube,Short,Announcement,17916,9946,11349,1176,162,81,122,8801,15.49,August,8,Evening
POST-0475,30-08-2025,Saturday,21,Instagram,Short,Tutorial,17928,3799,5440,291,16,34,14,2991,9.34,August,8,Night
POST-0476,20-03-2025,Thursday,13,LinkedIn,Short,Product,17962,1806,2331,199,11,16,23,829,13.79,March,3,Afternoon
POST-0477,01-03-2025,Saturday,13,Instagram,Video,Behind the Scenes,17997,3598,4263,447,13,34,14,1817,14.12,March,3,Afternoon
POST-0478,25-07-2025,Friday,17,Facebook,Video,Tutorial,18021,2116,3394,221,9,17,8,1646,12.05,July,7,Evening
POST-0479,20-08-2025,Wednesday,22,YouTube,Short,Announcement,18072,1319,1990,84,11,6,5,776,8.04,August,8,Night
POST-0480,11-12-2025,Thursday,20,LinkedIn,Carousel,Behind the Scenes,18100,1339,2229,64,2,7,2,0,5.6,December,12,Night
POST-0481,23-11-2025,Sunday,22,LinkedIn,Video,Announcement,18131,9641,11285,699,48,68,81,9136,9.29,November,11,Night
POST-0482,19-05-2025,Monday,11,Instagram,Video,Behind the Scenes,18147,2008,3042,183,15,7,21,937,11.25,May,5,Morning
POST-0483,01-03-2025,Saturday,14,LinkedIn,Carousel,Announcement,18154,2670,3330,232,12,6,6,0,9.59,March,3,Afternoon
POST-0484,03-04-2025,Thursday,18,YouTube,Video,Tutorial,18174,1879,2670,205,15,22,11,779,13.46,April,4,Evening
POST-0485,18-11-2025,Tuesday,22,Instagram,Short,Tutorial,18197,2921,4044,152,10,13,8,2608,6.26,November,11,Night
POST-0486,16-06-2025,Monday,18,YouTube,Image,Education,18219,2376,3534,206,17,15,27,0,11.15,June,6,Evening
POST-0487,29-12-2025,Monday,21,Instagram,Short,Entertainment,18256,2163,3196,127,6,7,14,1944,7.12,December,12,Night
POST-0488,28-08-2025,Thursday,13,YouTube,Video,Announcement,18254,1392,2420,145,3,15,2,1060,11.85,August,8,Afternoon
POST-0489,06-08-2025,Wednesday,17,Instagram,Image,Tutorial,18268,1247,1893,21,3,1,2,0,2.17,August,8,Evening
POST-0490,06-02-2025,Thursday,10,Instagram,Video,Education,18274,1802,2367,197,27,6,15,1286,13.6,February,2,Morning
POST-0491,04-08-2025,Monday,11,Instagram,Short,Education,18317,3188,5246,297,42,15,17,1170,11.64,August,8,Morning
POST-0492,19-05-2025,Monday,17,YouTube,Carousel,Entertainment,18338,8508,9962,260,16,30,16,0,3.78,May,5,Evening
POST-0493,04-11-2025,Tuesday,11,Facebook,Video,Entertainment,18359,4848,7909,206,34,17,22,4540,5.75,November,11,Morning
POST-0494,18-02-2025,Tuesday,11,LinkedIn,Text,Tutorial,18373,7407,10982,307,47,24,8,0,5.21,February,2,Morning
POST-0495,12-03-2025,Wednesday,9,Instagram,Carousel,Entertainment,18411,3549,4418,224,19,11,13,0,7.52,March,3,Morning
POST-0496,30-08-2025,Saturday,13,YouTube,Image,Tutorial,18434,2592,4184,266,19,8,5,0,11.5,August,8,Afternoon
POST-0497,06-09-2025,Saturday,12,Instagram,Short,Behind the Scenes,18464,1312,1489,160,22,2,8,765,14.63,September,9,Afternoon
POST-0498,31-10-2025,Friday,16,Instagram,Image,Behind the Scenes,18467,2724,2933,194,5,6,21,0,8.3,October,10,Evening
POST-0499,11-07-2025,Friday,16,LinkedIn,Text,Behind the Scenes,18508,836,1048,20,2,1,2,0,2.99,July,7,Evening
POST-0500,18-05-2025,Sunday,22,Instagram,Image,Entertainment,18540,2307,3295,244,38,17,6,0,13.22,May,5,Night
POST-0501,22-04-2025,Tuesday,17,LinkedIn,Text,Announcement,18574,6667,10154,644,107,36,28,0,12.22,April,4,Evening
POST-0502,16-05-2025,Friday,10,Facebook,Video,Announcement,18617,3263,4195,86,14,9,7,1057,3.56,May,5,Morning
POST-0503,30-08-2025,Saturday,14,Instagram,Short,Education,18642,5068,7521,456,42,50,12,3988,11.05,August,8,Afternoon
POST-0504,16-07-2025,Wednesday,9,Facebook,Image,Tutorial,18667,2208,3942,158,5,11,2,0,7.97,July,7,Morning
POST-0505,19-04-2025,Saturday,16,Instagram,Image,Product,18703,1278,2298,97,7,3,11,0,9.23,April,4,Evening
POST-0506,20-03-2025,Thursday,16,LinkedIn,Carousel,Announcement,18736,2095,3332,160,11,8,2,0,8.64,March,3,Evening
POST-0507,17-09-2025,Wednesday,20,Instagram,Video,Behind the Scenes,18760,2193,2799,41,3,1,4,1205,2.23,September,9,Night
POST-0508,01-04-2025,Tuesday,22,Instagram,Video,Product,18788,5295,7452,274,37,22,20,1960,6.67,April,4,Night
POST-0509,18-03-2025,Tuesday,22,Facebook,Video,Product,18809,8088,13393,416,73,23,23,4666,6.61,March,3,Night
POST-0510,01-05-2025,Thursday,8,YouTube,Short,Education,18845,1816,3115,165,11,18,6,845,11.01,May,5,Morning
POST-0511,08-11-2025,Saturday,8,Instagram,Video,Product,18884,2241,3952,64,5,2,3,1512,3.3,November,11,Morning
POST-0512,16-06-2025,Monday,17,YouTube,Image,Education,18912,2520,3378,108,4,11,13,0,5.4,June,6,Evening
POST-0513,06-08-2025,Wednesday,22,Instagram,Image,Announcement,18962,2254,2938,72,10,3,6,0,4.04,August,8,Night
POST-0514,30-01-2025,Thursday,8,YouTube,Video,Tutorial,18970,1378,1794,33,2,2,0,1055,2.69,January,1,Morning
POST-0515,06-05-2025,Tuesday,20,Facebook,Text,Tutorial,18995,2876,4713,158,10,8,14,0,6.61,May,5,Night
POST-0516,02-10-2025,Thursday,16,LinkedIn,Image,Product,19043,3335,5896,107,11,10,5,0,3.99,October,10,Evening
POST-0517,10-10-2025,Friday,16,Instagram,Carousel,Tutorial,19065,3380,4976,204,20,8,25,0,7.6,October,10,Evening
POST-0518,31-07-2025,Thursday,9,YouTube,Carousel,Product,19074,1408,1946,50,6,1,1,0,4.12,July,7,Morning
POST-0519,16-11-2025,Sunday,15,LinkedIn,Short,Announcement,19118,2568,3979,248,15,5,16,1054,11.06,November,11,Afternoon
POST-0520,20-04-2025,Sunday,17,YouTube,Video,Entertainment,19152,1050,1434,32,2,1,0,632,3.33,April,4,Evening
POST-0521,02-03-2025,Sunday,18,Facebook,Video,Product,19165,4521,6679,429,41,38,17,3396,11.61,March,3,Evening
POST-0522,29-01-2025,Wednesday,13,Instagram,Image,Entertainment,19202,1561,1859,118,4,7,12,0,9.03,January,1,Afternoon
POST-0523,14-03-2025,Friday,18,LinkedIn,Video,Behind the Scenes,19217,2353,2645,77,3,7,6,960,3.95,March,3,Evening
POST-0524,06-10-2025,Monday,17,YouTube,Video,Product,19228,2138,2895,130,7,9,13,1369,7.44,October,10,Evening
POST-0525,26-11-2025,Wednesday,18,LinkedIn,Text,Entertainment,19254,1986,2484,94,8,6,2,0,5.54,November,11,Evening
POST-0526,17-02-2025,Monday,11,Facebook,Carousel,Entertainment,19275,1529,1779,82,9,5,6,0,6.67,February,2,Morning
POST-0527,03-07-2025,Thursday,21,LinkedIn,Image,Announcement,19289,1036,1837,74,10,1,1,0,8.3,July,7,Night
POST-0528,18-02-2025,Tuesday,9,Instagram,Video,Announcement,19312,7105,11171,144,23,11,12,3722,2.67,February,2,Morning
POST-0529,05-11-2025,Wednesday,8,Facebook,Short,Entertainment,19328,3153,4228,107,3,3,2,2335,3.65,November,11,Morning
POST-0530,17-02-2025,Monday,10,Instagram,Carousel,Entertainment,19356,3171,5687,253,44,6,32,0,10.56,February,2,Morning
POST-0531,22-08-2025,Friday,9,Instagram,Video,Tutorial,19383,8694,9826,250,22,7,15,6360,3.38,August,8,Morning
POST-0532,30-01-2025,Thursday,12,Instagram,Text,Announcement,19420,2593,3400,241,34,8,19,0,11.65,January,1,Afternoon
POST-0533,27-09-2025,Saturday,15,YouTube,Text,Tutorial,19441,3715,6363,192,14,15,10,0,6.22,September,9,Afternoon
POST-0534,27-11-2025,Thursday,10,YouTube,Text,Announcement,19453,2773,4925,56,6,2,3,0,2.42,November,11,Morning
POST-0535,25-09-2025,Thursday,12,LinkedIn,Short,Behind the Scenes,19464,5269,8665,499,66,23,55,2993,12.2,September,9,Afternoon
POST-0536,09-04-2025,Wednesday,10,Instagram,Carousel,Product,19489,3614,4299,139,4,7,15,0,4.57,April,4,Morning
POST-0537,04-11-2025,Tuesday,21,Instagram,Image,Entertainment,19535,3261,4809,351,56,39,20,0,14.29,November,11,Night
POST-0538,22-04-2025,Tuesday,16,Instagram,Carousel,Behind the Scenes,19572,2384,2630,239,8,10,27,0,11.91,April,4,Evening
POST-0539,03-10-2025,Friday,17,Facebook,Video,Tutorial,19592,3200,3512,339,34,16,18,1475,12.72,October,10,Evening
POST-0540,31-10-2025,Friday,14,YouTube,Carousel,Tutorial,19631,5204,8833,525,32,23,9,0,11.32,October,10,Afternoon
POST-0541,27-06-2025,Friday,16,YouTube,Video,Education,19644,875,920,23,2,1,0,508,2.97,June,6,Evening
POST-0542,15-08-2025,Friday,20,Facebook,Video,Product,19684,2556,2869,51,2,2,3,1616,2.27,August,8,Night
POST-0543,09-11-2025,Sunday,22,Facebook,Short,Behind the Scenes,19707,2181,2463,126,14,12,7,1884,7.29,November,11,Night
POST-0544,10-03-2025,Monday,15,Instagram,Image,Behind the Scenes,19744,2327,3685,127,18,14,4,0,7,March,3,Afternoon
POST-0545,08-01-2025,Wednesday,15,Instagram,Carousel,Tutorial,19778,926,1408,49,5,2,4,0,6.48,January,1,Afternoon
POST-0546,08-06-2025,Sunday,16,YouTube,Short,Behind the Scenes,19803,4104,4973,349,53,36,11,3199,10.94,June,6,Evening
POST-0547,08-03-2025,Saturday,15,LinkedIn,Short,Behind the Scenes,19834,1724,2340,165,14,4,14,854,11.43,March,3,Afternoon
POST-0548,19-11-2025,Wednesday,18,YouTube,Carousel,Entertainment,19849,2423,4273,221,28,14,16,0,11.51,November,11,Evening
POST-0549,13-11-2025,Thursday,11,Instagram,Short,Behind the Scenes,19875,2081,2513,245,22,23,19,1595,14.85,November,11,Morning
POST-0550,18-05-2025,Sunday,20,YouTube,Carousel,Announcement,19916,1095,1205,88,14,2,10,0,10.41,May,5,Night
POST-0551,23-04-2025,Wednesday,8,Instagram,Text,Product,19992,2148,3297,207,8,24,21,0,12.1,April,4,Morning
POST-0552,17-09-2025,Wednesday,16,YouTube,Text,Education,20028,997,1127,24,3,1,2,0,3.01,September,9,Evening
POST-0553,15-06-2025,Sunday,22,YouTube,Video,Announcement,20057,1635,2399,36,1,1,2,1443,2.45,June,6,Night
POST-0554,05-02-2025,Wednesday,8,LinkedIn,Video,Education,20072,2309,2866,145,22,16,10,757,8.36,February,2,Morning
POST-0555,30-08-2025,Saturday,21,Instagram,Image,Education,20112,2739,2942,265,10,29,36,0,12.41,August,8,Night
POST-0556,23-09-2025,Tuesday,14,YouTube,Video,Product,20120,2831,4370,175,23,6,16,1494,7.77,September,9,Afternoon
POST-0557,26-01-2025,Sunday,20,YouTube,Video,Entertainment,20137,2546,4108,80,2,5,1,2144,3.46,January,1,Night
POST-0558,11-10-2025,Saturday,8,LinkedIn,Short,Entertainment,20169,8900,11442,270,38,24,7,5419,3.81,October,10,Morning
POST-0559,14-07-2025,Monday,21,Facebook,Video,Announcement,20182,3489,4077,141,8,8,8,2429,4.73,July,7,Night
POST-0560,29-10-2025,Wednesday,17,YouTube,Video,Product,20228,1402,2498,159,5,18,17,751,14.19,October,10,Evening
POST-0561,07-11-2025,Friday,18,Facebook,Short,Education,20269,1961,2419,100,15,3,2,1028,6.12,November,11,Evening
POST-0562,04-09-2025,Thursday,8,YouTube,Video,Product,20289,1913,2362,218,24,24,7,984,14.27,September,9,Morning
POST-0563,02-05-2025,Friday,13,LinkedIn,Video,Entertainment,20310,2491,3299,278,43,22,35,1206,15.17,May,5,Afternoon
POST-0564,16-05-2025,Friday,16,Instagram,Text,Product,20322,1971,2424,171,24,12,18,0,11.42,May,5,Evening
POST-0565,22-09-2025,Monday,11,Instagram,Short,Announcement,20332,1716,2118,201,8,17,13,1269,13.93,September,9,Morning
POST-0566,24-01-2025,Friday,10,Facebook,Image,Announcement,20365,6803,11859,249,11,11,8,0,4.1,January,1,Morning
POST-0567,26-03-2025,Wednesday,17,Instagram,Video,Behind the Scenes,20400,2814,3127,110,15,6,1,2524,4.69,March,3,Evening
POST-0568,09-07-2025,Wednesday,20,Facebook,Video,Announcement,20432,2282,3824,95,14,3,4,1559,5.08,July,7,Night
POST-0569,11-12-2025,Thursday,10,YouTube,Text,Entertainment,20462,2391,3469,43,2,3,1,0,2.05,December,12,Morning
POST-0570,04-10-2025,Saturday,9,YouTube,Short,Product,20483,2438,2624,297,48,15,30,1197,16,October,10,Morning
POST-0571,25-10-2025,Saturday,11,Instagram,Video,Behind the Scenes,20515,5910,6874,241,7,7,15,2471,4.57,October,10,Morning
POST-0572,11-03-2025,Tuesday,17,Facebook,Carousel,Entertainment,20524,3574,5510,245,35,26,19,0,9.09,March,3,Evening
POST-0573,13-04-2025,Sunday,15,Instagram,Image,Tutorial,20552,5096,7491,214,25,10,19,0,5.26,April,4,Afternoon
POST-0574,08-04-2025,Tuesday,18,LinkedIn,Short,Tutorial,20597,500,615,35,2,3,2,331,8.4,April,4,Evening
POST-0575,01-10-2025,Wednesday,22,LinkedIn,Image,Entertainment,20641,3288,4170,171,14,11,7,0,6.17,October,10,Night
POST-0576,15-07-2025,Tuesday,12,Instagram,Video,Entertainment,20662,4921,8589,472,35,39,42,2652,11.95,July,7,Afternoon
POST-0577,19-03-2025,Wednesday,18,Instagram,Video,Education,20686,8137,13042,328,32,31,29,7023,5.16,March,3,Evening
POST-0578,01-10-2025,Wednesday,16,LinkedIn,Image,Product,20730,2793,4319,110,11,7,15,0,5.12,October,10,Evening
POST-0579,21-08-2025,Thursday,20,YouTube,Short,Product,20779,1069,1863,36,1,3,2,536,3.93,August,8,Night
POST-0580,24-11-2025,Monday,12,Instagram,Text,Behind the Scenes,20788,3801,4651,173,5,17,4,0,5.24,November,11,Afternoon
POST-0581,23-07-2025,Wednesday,9,YouTube,Carousel,Behind the Scenes,20811,1977,2564,189,20,20,24,0,12.8,July,7,Morning
POST-0582,15-02-2025,Saturday,11,Instagram,Short,Education,20841,1026,1722,124,6,8,1,434,13.55,February,2,Morning
POST-0583,21-11-2025,Friday,8,YouTube,Video,Product,20883,1956,2699,40,1,1,0,1431,2.15,November,11,Morning
POST-0584,09-03-2025,Sunday,11,YouTube,Image,Behind the Scenes,20900,4915,6807,477,31,16,46,0,11.6,March,3,Morning
POST-0585,21-01-2025,Tuesday,20,LinkedIn,Text,Announcement,20936,5326,8824,412,21,14,53,0,9.39,January,1,Night
POST-0586,19-10-2025,Sunday,8,Facebook,Text,Behind the Scenes,20959,4090,7360,88,14,6,12,0,2.93,October,10,Morning
POST-0587,14-06-2025,Saturday,10,Instagram,Image,Entertainment,21015,1545,2650,47,3,5,4,0,3.82,June,6,Morning
POST-0588,24-08-2025,Sunday,18,YouTube,Short,Product,21048,10982,17882,1263,159,94,47,7388,14.23,August,8,Evening
POST-0589,17-02-2025,Monday,11,YouTube,Text,Product,21074,1446,2002,50,1,2,0,0,3.67,February,2,Morning
POST-0590,21-09-2025,Sunday,9,LinkedIn,Text,Entertainment,21097,2636,4163,243,31,7,27,0,11.68,September,9,Morning
POST-0591,28-05-2025,Wednesday,15,Instagram,Image,Education,21138,1243,1515,81,12,4,7,0,8.37,May,5,Afternoon
POST-0592,30-12-2025,Tuesday,10,YouTube,Carousel,Tutorial,21173,5679,7044,627,89,23,14,0,13.26,December,12,Morning
POST-0593,21-08-2025,Thursday,18,LinkedIn,Image,Entertainment,21188,3518,4232,203,29,13,23,0,7.62,August,8,Evening
POST-0594,09-12-2025,Tuesday,9,Instagram,Image,Entertainment,21218,4487,7005,126,10,7,16,0,3.54,December,12,Morning
POST-0595,17-10-2025,Friday,8,Instagram,Image,Product,21229,2893,5094,207,20,22,6,0,8.81,October,10,Morning
POST-0596,04-11-2025,Tuesday,20,YouTube,Video,Behind the Scenes,21247,2652,4287,182,29,10,13,1366,8.82,November,11,Night
POST-0597,02-02-2025,Sunday,17,Instagram,Video,Behind the Scenes,21259,3031,3788,79,5,7,4,2061,3.13,February,2,Evening
POST-0598,11-10-2025,Saturday,15,LinkedIn,Short,Tutorial,21271,975,1506,96,9,1,7,743,11.59,October,10,Afternoon
POST-0599,09-08-2025,Saturday,16,Instagram,Carousel,Behind the Scenes,21290,4760,6249,469,64,24,11,0,11.93,August,8,Evening
POST-0600,25-05-2025,Sunday,15,Instagram,Short,Entertainment,21305,4554,7596,555,44,50,59,2120,15.55,May,5,Afternoon
POST-0601,24-04-2025,Thursday,16,Instagram,Video,Product,21339,2221,3140,194,18,11,7,829,10.36,April,4,Evening
POST-0602,23-08-2025,Saturday,16,Facebook,Video,Behind the Scenes,21376,2737,3386,207,7,4,17,2371,8.59,August,8,Evening
POST-0603,14-03-2025,Friday,9,Instagram,Carousel,Tutorial,21401,3251,4122,110,14,5,4,0,4.09,March,3,Morning
POST-0604,09-03-2025,Sunday,20,LinkedIn,Text,Tutorial,21415,6540,7285,634,34,47,22,0,11.27,March,3,Night
POST-0605,16-11-2025,Sunday,17,LinkedIn,Image,Entertainment,21452,3497,4619,270,18,31,38,0,10.21,November,11,Evening
POST-0606,05-10-2025,Sunday,17,LinkedIn,Video,Education,21455,2823,3682,238,14,9,9,938,9.56,October,10,Evening
POST-0607,04-08-2025,Monday,22,Instagram,Carousel,Entertainment,21459,2085,2905,166,22,4,22,0,10.26,August,8,Night
POST-0608,04-10-2025,Saturday,15,Instagram,Text,Product,21496,1207,1862,112,9,9,13,0,11.85,October,10,Afternoon
POST-0609,28-04-2025,Monday,21,Instagram,Short,Entertainment,21531,1988,3471,109,18,8,7,791,7.14,April,4,Night
POST-0610,21-09-2025,Sunday,12,LinkedIn,Text,Product,21570,2871,4774,70,10,3,6,0,3.1,September,9,Afternoon
POST-0611,17-03-2025,Monday,9,Facebook,Image,Entertainment,21595,2403,3556,238,40,14,3,0,12.28,March,3,Morning
POST-0612,12-06-2025,Thursday,15,Instagram,Video,Announcement,21607,2879,3803,63,7,2,5,1187,2.67,June,6,Afternoon
POST-0613,23-02-2025,Sunday,20,Facebook,Short,Announcement,21629,4162,4902,186,11,15,16,3720,5.48,February,2,Night
POST-0614,19-05-2025,Monday,22,LinkedIn,Short,Entertainment,21663,3510,5241,234,17,24,18,1165,8.35,May,5,Night
POST-0615,05-05-2025,Monday,17,LinkedIn,Short,Behind the Scenes,21681,3215,3529,69,4,2,7,1536,2.55,May,5,Evening
POST-0616,03-06-2025,Tuesday,16,Facebook,Image,Product,21700,3965,4322,164,9,18,12,0,5.12,June,6,Evening
POST-0617,23-06-2025,Monday,21,LinkedIn,Image,Behind the Scenes,21711,3062,4690,272,27,16,17,0,10.84,June,6,Night
POST-0618,13-01-2025,Monday,15,Facebook,Video,Announcement,21724,2718,3188,218,31,14,21,1660,10.45,January,1,Afternoon
POST-0619,05-05-2025,Monday,20,Instagram,Short,Behind the Scenes,21762,3580,6037,291,31,12,18,2206,9.83,May,5,Night
POST-0620,05-11-2025,Wednesday,21,Instagram,Text,Product,21795,1069,1659,18,1,1,1,0,1.96,November,11,Night
POST-0621,08-06-2025,Sunday,20,Facebook,Image,Product,21808,5509,7951,282,39,11,8,0,6.17,June,6,Night
POST-0622,17-07-2025,Thursday,8,Instagram,Short,Behind the Scenes,21823,1361,2384,42,6,1,1,769,3.67,July,7,Morning
POST-0623,07-02-2025,Friday,11,Instagram,Image,Product,21843,4384,5036,226,22,14,7,0,6.14,February,2,Morning
POST-0624,22-05-2025,Thursday,8,LinkedIn,Image,Education,21877,2787,3574,133,6,9,16,0,5.88,May,5,Morning
POST-0625,20-12-2025,Saturday,14,YouTube,Carousel,Product,21891,5091,7284,291,40,30,38,0,7.84,December,12,Afternoon
POST-0626,20-07-2025,Sunday,19,YouTube,Video,Product,21916,2823,5008,153,16,7,17,1633,6.84,July,7,Evening
POST-0627,08-01-2025,Wednesday,21,LinkedIn,Video,Education,21918,1647,1826,158,23,14,11,1324,12.51,January,1,Night
POST-0628,21-09-2025,Sunday,22,Instagram,Video,Entertainment,21930,4998,7504,341,40,15,32,3190,8.56,September,9,Night
POST-0629,08-10-2025,Wednesday,8,LinkedIn,Video,Product,21963,3066,5333,332,53,22,7,2621,13.5,October,10,Morning
POST-0630,20-05-2025,Tuesday,8,LinkedIn,Image,Announcement,22001,2957,3426,130,4,3,7,0,4.87,May,5,Morning
POST-0631,12-01-2025,Sunday,16,Instagram,Video,Product,22015,2897,4571,98,11,10,11,1366,4.49,January,1,Evening
POST-0632,31-10-2025,Friday,8,Instagram,Short,Tutorial,22033,4807,7537,273,32,13,11,3143,6.84,October,10,Morning
